350.0,1.519795e-008,1.540237e-008,-0.153234                                   
360.0,2.111795e-008,2.116837e-008,-0.146248                                   
370.0,2.907795e-008,2.915837e-008,-0.146604                                   
380.0,4.156795e-008,4.163837e-008,-0.157767                                   
390.0,5.837795e-008,5.849837e-008,-0.170751                                   
400.0,7.580795e-008,7.589837e-008,-0.181616                                   
410.0,9.536795e-008,9.550837e-008,-0.191181                                   
420.0,1.17988e-007,1.181584e-007,-0.199788                                    
430.0,1.43703e-007,1.438734e-007,-0.207946                                    
440.0,1.72923e-007,1.731284e-007,-0.215356                                    
450.0,2.04998e-007,2.051984e-007,-0.222317                                    
460.0,2.39798e-007,2.400984e-007,-0.229187                                    
470.0,2.77098e-007,2.771984e-007,-0.235885                                    
480.0,3.09698e-007,3.093984e-007,-0.242565                                    
490.0,3.47998e-007,3.478984e-007,-0.248929                                    
500.0,3.88298e-007,3.882984e-007,-0.2549                                      
510.0,4.30098e-007,4.298984e-007,-0.261279                                    
520.0,4.72698e-007,4.721984e-007,-0.267417                                    
530.0,5.15298e-007,5.157984e-007,-0.274066                                    
540.0,5.57398e-007,5.575984e-007,-0.279801                                    
550.0,5.98498e-007,5.987984e-007,-0.286044                                    
560.0,6.39498e-007,6.390984e-007,-0.291318                                    
570.0,6.77498e-007,6.779984e-007,-0.29762                                     
580.0,7.15198e-007,7.142984e-007,-0.303118                                    
590.0,7.49698e-007,7.480984e-007,-0.308141                                    
600.0,7.79798e-007,7.789984e-007,-0.313878                                    
610.0,8.06798e-007,8.051984e-007,-0.319366                                    
620.0,8.30198e-007,8.292984e-007,-0.325647                                    
630.0,8.50598e-007,8.487984e-007,-0.330898                                    
640.0,8.66498e-007,8.648984e-007,-0.336378                                    
650.0,8.97198e-007,8.964984e-007,-0.342733                                    
660.0,9.23198e-007,9.218984e-007,-0.34771                                     
670.0,9.44598e-007,9.436984e-007,-0.353563                                    
680.0,9.61998e-007,9.611984e-007,-0.359701                                    
690.0,9.73998e-007,9.731984e-007,-0.3648                                      
700.0,9.83998e-007,9.832984e-007,-0.370836                                    
710.0,9.89598e-007,9.889984e-007,-0.375572                                    
720.0,9.93698e-007,9.942984e-007,-0.382031                                    
730.0,9.93798e-007,9.940984e-007,-0.387517                                    
740.0,9.93298e-007,9.926984e-007,-0.393063                                    
750.0,9.88998e-007,9.875984e-007,-0.397636                                    
760.0,9.81898e-007,9.807984e-007,-0.403348                                    
770.0,9.76198e-007,9.751984e-007,-0.408881                                    
780.0,9.68398e-007,9.669984e-007,-0.4143                                      
790.0,9.59098e-007,9.593984e-007,-0.420132                                    
800.0,9.53598e-007,9.526984e-007,-0.425199                                    
810.0,9.51398e-007,9.497984e-007,-0.430176                                    
820.0,9.54198e-007,9.531984e-007,-0.435543                                    
830.0,9.64998e-007,9.642984e-007,-0.44148                                     
840.0,9.84098e-007,9.830984e-007,-0.446646                                    
850.0,1.010848e-006,1.009098e-006,-0.450719                                   
860.0,1.044448e-006,1.042898e-006,-0.456122                                   
870.0,1.083648e-006,1.082148e-006,-0.46196                                    
880.0,1.125648e-006,1.124598e-006,-0.467464                                   
890.0,1.169598e-006,1.168948e-006,-0.472338                                   
900.0,1.211198e-006,1.209848e-006,-0.477867                                   
910.0,1.252148e-006,1.250748e-006,-0.48246                                    
920.0,1.290798e-006,1.290248e-006,-0.487792                                   
930.0,1.311598e-006,1.308948e-006,-0.492403                                   
940.0,1.346248e-006,1.343548e-006,-0.496902                                   
950.0,1.372448e-006,1.369748e-006,-0.500514                                   
960.0,1.396098e-006,1.391398e-006,-0.502104                                   
970.0,1.408498e-006,1.406298e-006,-0.502913                                   
980.0,1.408048e-006,1.406298e-006,-0.499878                                   
990.0,1.394798e-006,1.393948e-006,-0.4925                                     
1000.0,1.360948e-006,1.359948e-006,-0.481146                                  
1010.0,1.308148e-006,1.306998e-006,-0.463293                                  
1020.0,1.231198e-006,1.228598e-006,-0.435778                                  
1030.0,1.125498e-006,1.123898e-006,-0.40023                                   
1040.0,9.95198e-007,9.950984e-007,-0.356664                                   
1050.0,8.48998e-007,8.485984e-007,-0.305256                                   
1060.0,6.92298e-007,6.906984e-007,-0.25042                                    
1070.0,5.71598e-007,5.716984e-007,-0.206336                                   
1080.0,4.73498e-007,4.726984e-007,-0.17121                                    
1090.0,3.85698e-007,3.852984e-007,-0.140454                                   
1100.0,3.08898e-007,3.082984e-007,-0.112781                                   
      
